model;year;transmission;mileage;fuelType;tax;mpg;engineSize;class
 A5;2019;Semi-Auto;3065;Petrol;145;39.8;2.0;E
 Q2;2020;Semi-Auto;5445;Petrol;150;42.2;1.5;E
 Q2;2020;Semi-Auto;5665;Petrol;150;42.2;1.5;E
 A5;2020;Semi-Auto;2640;Petrol;145;37.7;2.0;E
 A4;2019;Automatic;4359;Diesel;145;51.4;2.0;E
 Q2;2019;Automatic;2901;Petrol;145;33.2;2.0;E
 Q7;2016;Semi-Auto;74840;Diesel;205;47.9;3.0;E
 A6;2019;Automatic;9500;Diesel;145;47.9;2.0;E
 Q3;2019;Automatic;6000;Diesel;145;47.1;2.0;E
 Q3;2019;Automatic;6000;Diesel;145;48.7;2.0;E
 Q3;2019;Semi-Auto;3027;Diesel;145;47.1;2.0;E
 Q3;2019;Semi-Auto;5454;Diesel;145;47.1;2.0;E
 Q2;2019;Automatic;2381;Petrol;145;33.2;2.0;E
 A5;2019;Automatic;7000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;11000;Diesel;145;50.4;2.0;E
 Q3;2019;Automatic;5454;Diesel;145;47.1;2.0;E
 A4;2019;Automatic;7500;Diesel;145;47.9;2.0;E
 A4;2019;Automatic;5000;Petrol;145;38.2;2.0;E
 Q7;2016;Semi-Auto;65019;Diesel;200;47.9;3.0;E
 A7;2015;Semi-Auto;21100;Petrol;325;29.7;4.0;E
 Q3;2019;Manual;3629;Petrol;145;39.8;1.5;E
 A5;2019;Automatic;9200;Petrol;145;37.7;2.0;E
 Q3;2019;Semi-Auto;5500;Diesel;145;40.9;2.0;E
 A6;2019;Semi-Auto;7000;Diesel;150;47.9;2.0;E
 Q3;2020;Manual;1500;Petrol;145;40.9;1.5;E
 A5;2019;Automatic;3731;Petrol;145;39.8;2.0;E
 A5;2019;Automatic;2248;Petrol;145;39.8;2.0;E
 Q7;2016;Automatic;53000;Diesel;200;47.9;3.0;E
 Q2;2019;Automatic;4284;Petrol;150;33.2;2.0;E
 Q7;2016;Automatic;77818;Diesel;200;47.9;3.0;E
 A5;2019;Automatic;4654;Diesel;145;45.6;2.0;E
 A4;2019;Automatic;4750;Petrol;145;38.7;2.0;E
 Q5;2017;Automatic;12659;Diesel;145;55.4;2.0;E
 A4;2019;Automatic;1596;Petrol;145;38.7;2.0;E
 A4;2019;Automatic;2475;Diesel;145;50.4;2.0;E
 A5;2020;Semi-Auto;5432;Diesel;145;51.4;2.0;E
 A6;2019;Semi-Auto;8766;Diesel;145;39.8;3.0;E
 RS3;2016;Semi-Auto;28083;Petrol;300;34.9;2.5;E
 A5;2019;Automatic;10;Petrol;145;40.4;2.0;E
 A6;2018;Automatic;16650;Diesel;145;50.4;2.0;E
 A3;2018;Semi-Auto;17166;Petrol;145;43.5;2.0;E
 A8;2017;Semi-Auto;15072;Diesel;200;47.1;3.0;E
 Q5;2016;Semi-Auto;42187;Diesel;235;42.8;3.0;E
 Q5;2018;Automatic;22913;Diesel;145;56.5;2.0;E
 A4;2018;Semi-Auto;11047;Diesel;145;56.5;2.0;E
 Q2;2019;Semi-Auto;1296;Petrol;150;34.5;2.0;E
 A4;2019;Semi-Auto;4708;Diesel;145;49.6;2.0;E
 A3;2018;Semi-Auto;9087;Petrol;145;43.5;2.0;E
 A3;2018;Semi-Auto;9087;Petrol;145;43.5;2.0;E
 A4;2019;Semi-Auto;5500;Petrol;145;40.9;2.0;E
 A4;2020;Semi-Auto;3920;Petrol;145;42.2;2.0;E
 Q3;2019;Semi-Auto;4435;Petrol;145;32.5;2.0;E
 A4;2018;Semi-Auto;23930;Petrol;145;38.7;3.0;E
 A5;2019;Semi-Auto;3000;Petrol;145;40.4;2.0;E
 A4;2020;Semi-Auto;4000;Diesel;145;54.3;3.0;E
 A3;2018;Semi-Auto;7898;Petrol;150;44.1;2.0;E
 Q3;2020;Manual;1817;Diesel;145;42.8;2.0;E
 Q3;2019;Manual;1853;Diesel;145;42.8;2.0;E
 A5;2019;Automatic;4199;Petrol;145;39.8;2.0;E
 Q5;2018;Automatic;7266;Petrol;145;40.9;2.0;E
 A3;2016;Semi-Auto;24000;Petrol;300;34.9;2.5;E
 A5;2019;Semi-Auto;6452;Petrol;145;40.4;2.0;E
 TT;2020;Semi-Auto;2301;Petrol;150;40.9;2.0;E
 A3;2020;Semi-Auto;352;Diesel;145;50.4;2.0;E
 A5;2019;Automatic;100;Diesel;145;51.4;2.0;E
 A5;2019;Automatic;4665;Diesel;145;49.6;2.0;E
 Q3;2019;Semi-Auto;6607;Petrol;145;32.5;2.0;E
 A4;2020;Semi-Auto;20;Diesel;145;54.3;2.0;E
 Q3;2020;Manual;20;Petrol;145;40.9;1.5;E
 A4;2020;Semi-Auto;20;Petrol;145;42.2;2.0;E
 A3;2019;Semi-Auto;8693;Petrol;145;34.9;2.0;E
 A5;2020;Semi-Auto;5000;Diesel;145;51.4;2.0;E
 A6;2019;Semi-Auto;6000;Diesel;145;50.4;2.0;E
 A4;2017;Semi-Auto;17302;Petrol;145;37.7;3.0;E
 TT;2020;Semi-Auto;1000;Petrol;145;40.9;2.0;E
 A4;2019;Automatic;3390;Petrol;145;39.2;2.0;E
 TT;2019;Automatic;4690;Petrol;145;38.7;2.0;E
 Q3;2019;Automatic;14430;Petrol;150;31.7;2.0;E
 Q5;2018;Automatic;22710;Petrol;150;40.4;2.0;E
 Q5;2018;Automatic;20527;Petrol;150;40.4;2.0;E
 Q3;2019;Automatic;16001;Petrol;145;31.7;2.0;E
 Q3;2019;Automatic;14061;Petrol;145;31.7;2.0;E
 Q3;2019;Automatic;7126;Petrol;150;38.2;1.5;E
 A5;2020;Automatic;4000;Petrol;145;39.8;2.0;E
 Q2;2019;Automatic;3000;Petrol;145;33.2;2.0;E
 RS3;2016;Automatic;50796;Petrol;300;34.9;2.5;E
 Q2;2019;Automatic;100;Petrol;145;33.2;2.0;E
 A6;2019;Automatic;14;Diesel;145;47.9;2.0;E
 A3;2020;Automatic;3153;Petrol;145;34.5;2.0;E
 Q3;2019;Automatic;3281;Petrol;145;38.2;1.5;E
 A5;2017;Automatic;37265;Petrol;150;36.2;3.0;E
 A5;2017;Automatic;16495;Petrol;145;36.7;3.0;E
 A5;2017;Semi-Auto;23824;Petrol;145;38.2;3.0;E
 Q5;2016;Semi-Auto;25097;Diesel;235;42.8;3.0;E
 A6;2018;Semi-Auto;21457;Diesel;145;39.8;3.0;E
 A6;2019;Automatic;9328;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;10055;Diesel;145;47.9;2.0;E
 RS3;2015;Semi-Auto;35395;Petrol;300;34.9;2.5;E
 A5;2019;Automatic;11128;Petrol;145;39.8;2.0;E
 Q3;2019;Manual;1720;Petrol;145;39.8;1.5;E
 A3;2019;Semi-Auto;7825;Petrol;145;34.9;2.0;E
 A5;2019;Semi-Auto;1822;Petrol;145;39.8;2.0;E
 Q3;2019;Manual;5000;Diesel;145;40.9;2.0;E
 A4;2019;Automatic;10119;Diesel;145;38.2;3.0;E
 Q3;2019;Manual;1765;Petrol;145;39.8;1.5;E
 A4;2019;Manual;3378;Petrol;145;39.2;2.0;E
 Q5;2016;Automatic;39671;Diesel;235;42.2;3.0;E
 Q3;2019;Automatic;13031;Petrol;150;31.7;2.0;E
 Q3;2019;Automatic;12664;Petrol;150;31.7;2.0;E
 RS3;2016;Semi-Auto;26930;Petrol;300;34.9;2.5;E
 TT;2018;Automatic;15981;Petrol;150;40.9;2.0;E
 A5;2019;Semi-Auto;10654;Petrol;150;39.8;2.0;E
 Q3;2019;Semi-Auto;6249;Diesel;145;38.7;2.0;E
 Q2;2019;Automatic;4000;Petrol;145;42.2;1.5;E
 A4;2019;Automatic;2453;Diesel;145;47.9;2.0;E
 A3;2019;Semi-Auto;5326;Petrol;145;34.9;2.0;E
 A5;2019;Automatic;4000;Petrol;145;39.8;2.0;E
 A6;2019;Automatic;9647;Diesel;150;50.4;2.0;E
 Q3;2019;Manual;1459;Petrol;145;39.8;1.5;E
 Q3;2019;Manual;2298;Diesel;145;42.8;2.0;E
 Q5;2016;Semi-Auto;28797;Diesel;240;42.8;3.0;E
 TT;2019;Automatic;3000;Petrol;145;40.9;2.0;E
 A4;2019;Semi-Auto;4254;Petrol;145;38.2;2.0;E
 A5;2019;Automatic;10;Petrol;145;40.4;2.0;E
 Q3;2020;Manual;1500;Petrol;145;40.9;0.0;E
 A6;2019;Semi-Auto;20;Diesel;145;55.4;3.0;E
 A6;2019;Semi-Auto;4982;Diesel;145;47.9;2.0;E
 A3;2019;Semi-Auto;355;Petrol;150;34.9;2.0;E
 A5;2020;Semi-Auto;1703;Diesel;145;51.4;2.0;E
 Q3;2019;Automatic;3027;Diesel;145;47.1;2.0;E
 A5;2019;Automatic;7500;Petrol;145;43.5;2.0;E
 A3;2017;Semi-Auto;28000;Petrol;145;43.5;2.0;E
 Q3;2019;Semi-Auto;10594;Petrol;145;31.7;2.0;E
 A4;2019;Automatic;4000;Diesel;145;47.9;2.0;E
 A5;2019;Manual;10;Petrol;145;39.2;2.0;E
 A3;2020;Manual;500;Diesel;145;52.3;1.6;E
 Q3;2019;Automatic;14437;Petrol;150;31.7;2.0;E
 Q3;2019;Automatic;1000;Diesel;145;48.7;2.0;E
 A5;2020;Semi-Auto;34;Diesel;145;50.4;2.0;E
 A6;2019;Semi-Auto;12398;Diesel;150;47.9;2.0;E
 TT;2019;Semi-Auto;1730;Petrol;150;34.9;2.0;E
 TT;2019;Semi-Auto;9255;Petrol;150;34.9;2.0;E
 A5;2019;Automatic;97;Diesel;145;51.4;2.0;E
 Q7;2016;Semi-Auto;36816;Diesel;160;48.7;3.0;E
 Q7;2016;Automatic;43380;Diesel;200;47.9;3.0;E
 Q5;2016;Semi-Auto;37500;Diesel;240;42.8;3.0;E
 A5;2019;Automatic;100;Petrol;145;40.4;2.0;E
 A6;2019;Semi-Auto;7500;Diesel;145;47.9;2.0;E
 Q3;2019;Semi-Auto;5034;Petrol;145;32.5;2.0;E
 A5;2019;Automatic;1000;Petrol;145;39.8;2.0;E
 A3;2019;Semi-Auto;5906;Petrol;145;34.5;2.0;E
 Q2;2019;Semi-Auto;2631;Petrol;145;33.2;2.0;E
 Q3;2019;Semi-Auto;4300;Diesel;145;47.1;2.0;E
 TT;2019;Semi-Auto;3827;Petrol;150;40.9;2.0;E
 Q2;2019;Automatic;5123;Petrol;145;33.2;2.0;E
 A5;2017;Semi-Auto;20320;Petrol;145;37.7;3.0;E
 A5;2019;Semi-Auto;3633;Petrol;145;37.7;2.0;E
 Q2;2019;Manual;5151;Petrol;145;39.2;1.5;E
 Q5;2018;Semi-Auto;23657;Petrol;145;40.4;2.0;E
 Q3;2019;Automatic;8849;Diesel;145;47.1;2.0;E
 A5;2019;Manual;5500;Petrol;145;37.2;2.0;E
 A4;2019;Automatic;1996;Petrol;145;39.2;2.0;E
 Q5;2017;Semi-Auto;14794;Petrol;145;40.4;2.0;E
 A5;2019;Manual;3000;Petrol;145;37.2;2.0;E
 A5;2020;Semi-Auto;2000;Diesel;145;51.4;2.0;E
 Q3;2020;Manual;1501;Diesel;145;42.8;2.0;E
 Q2;2019;Automatic;9000;Petrol;145;33.2;2.0;E
 Q2;2019;Semi-Auto;7000;Petrol;145;33.2;2.0;E
 A5;2019;Semi-Auto;4750;Diesel;145;47.1;2.0;E
 A4;2019;Semi-Auto;3038;Diesel;145;44.1;2.0;E
 Q3;2019;Semi-Auto;1869;Petrol;150;38.2;1.5;E
 Q5;2018;Automatic;29169;Petrol;150;40.4;2.0;E
 Q2;2019;Semi-Auto;2611;Petrol;145;33.2;2.0;E
 Q3;2019;Manual;1780;Diesel;145;40.9;2.0;E
 Q3;2019;Manual;2550;Diesel;145;42.8;2.0;E
 Q2;2019;Automatic;1000;Diesel;145;46.3;2.0;E
 A5;2019;Automatic;8000;Petrol;145;37.7;2.0;E
 TT;2020;Semi-Auto;4500;Petrol;145;40.9;2.0;E
 Q3;2019;Semi-Auto;15648;Petrol;145;31.7;2.0;E
 Q5;2018;Semi-Auto;26974;Petrol;145;40.4;2.0;E
 Q3;2019;Automatic;10292;Petrol;145;31.7;2.0;E
 RS3;2016;Semi-Auto;29920;Petrol;300;34.9;2.5;E
 A5;2019;Semi-Auto;6500;Diesel;145;45.6;2.0;E
 A5;2020;Automatic;1500;Diesel;145;51.4;2.0;E
 Q3;2020;Manual;4000;Petrol;145;40.9;1.5;E
 Q3;2019;Semi-Auto;15039;Petrol;145;31.7;2.0;E
 Q3;2019;Semi-Auto;9455;Petrol;145;31.7;2.0;E
 A6;2019;Semi-Auto;3411;Diesel;145;47.9;2.0;E
 Q5;2018;Semi-Auto;13218;Petrol;145;40.4;2.0;E
 A3;2019;Semi-Auto;4641;Petrol;145;34.9;2.0;E
 A7;2018;Semi-Auto;17693;Diesel;145;52.3;3.0;E
 A7;2018;Semi-Auto;12958;Diesel;145;52.3;3.0;E
 A7;2017;Semi-Auto;14468;Diesel;145;52.3;3.0;E
 Q2;2019;Automatic;3694;Petrol;145;33.2;2.0;E
 A4;2019;Automatic;5485;Petrol;145;35.8;2.0;E
 A4;2019;Semi-Auto;8904;Diesel;150;44.1;2.0;E
 A6;2019;Semi-Auto;2956;Diesel;145;50.4;2.0;E
 A4;2019;Semi-Auto;5664;Petrol;145;35.8;2.0;E
 A7;2019;Automatic;13450;Diesel;140;52.3;3.0;E
 Q3;2020;Automatic;4563;Diesel;145;48.7;2.0;E
 A5;2020;Automatic;4521;Petrol;145;39.2;2.0;E
 Q3;2020;Manual;1500;Petrol;145;40.9;0.0;E
 Q3;2020;Automatic;1500;Petrol;145;32.5;0.0;E
 A5;2020;Semi-Auto;5000;Diesel;145;47.1;2.0;E
 A4;2017;Automatic;21000;Petrol;145;37.7;3.0;E
 A5;2019;Semi-Auto;1284;Petrol;145;39.8;2.0;E
 A5;2019;Semi-Auto;3484;Diesel;145;51.4;2.0;E
 A5;2020;Semi-Auto;480;Petrol;145;39.8;2.0;E
 Q2;2019;Automatic;6042;Petrol;145;33.2;2.0;E
 Q3;2019;Automatic;11020;Petrol;145;31.7;2.0;E
 Q3;2019;Manual;1600;Diesel;145;40.9;2.0;E
 A5;2019;Automatic;5000;Petrol;145;39.8;2.0;E
 Q3;2019;Semi-Auto;14401;Petrol;145;31.7;2.0;E
 A5;2019;Semi-Auto;7126;Diesel;150;50.4;2.0;E
 Q7;2017;Semi-Auto;30985;Diesel;160;48.7;3.0;E
 Q3;2019;Semi-Auto;2451;Petrol;150;32.1;2.0;E
 A5;2019;Manual;5122;Petrol;145;37.2;2.0;E
 A5;2020;Semi-Auto;2888;Petrol;145;40.4;2.0;E
 A5;2019;Semi-Auto;2888;Petrol;145;39.8;2.0;E
 Q2;2019;Semi-Auto;4750;Petrol;145;33.2;2.0;E
 Q3;2020;Semi-Auto;4750;Diesel;145;48.7;2.0;E
 A5;2019;Semi-Auto;5200;Petrol;145;37.7;2.0;E
 A5;2020;Semi-Auto;5000;Diesel;145;50.4;2.0;E
 Q7;2015;Automatic;25956;Diesel;205;47.9;3.0;E
 A6;2019;Automatic;5000;Diesel;145;50.4;2.0;E
 A4;2019;Automatic;5000;Diesel;145;44.8;2.0;E
 Q3;2019;Manual;5310;Petrol;145;39.8;1.5;E
 A6;2017;Semi-Auto;29600;Diesel;150;44.1;3.0;E
 TT;2020;Semi-Auto;1015;Petrol;145;37.7;2.0;E
 Q2;2020;Semi-Auto;1015;Petrol;150;34.5;2.0;E
 TT;2020;Semi-Auto;5515;Petrol;150;35.3;2.0;E
 Q3;2020;Manual;1015;Petrol;150;40.9;1.5;E
 A5;2019;Automatic;2050;Petrol;145;37.7;2.0;E
 TT;2019;Automatic;6000;Petrol;145;38.7;2.0;E
 Q5;2019;Automatic;6000;Diesel;145;39.2;2.0;E
 Q3;2019;Semi-Auto;11754;Petrol;145;31.7;2.0;E
 A5;2019;Semi-Auto;3000;Diesel;145;47.1;2.0;E
 Q5;2019;Semi-Auto;12500;Diesel;145;38.2;2.0;E
 Q3;2020;Manual;6840;Petrol;145;39.8;1.5;E
 A6;2019;Automatic;1881;Diesel;145;47.9;2.0;E
 A3;2019;Automatic;3122;Petrol;145;41.5;1.5;E
 Q7;2015;Automatic;47606;Diesel;200;47.9;3.0;E
 A5;2019;Automatic;10;Diesel;145;51.4;2.0;E
 A4;2019;Automatic;10;Petrol;145;42.8;2.0;E
 A4;2019;Automatic;22;Petrol;145;38.7;2.0;E
 Q7;2016;Automatic;38654;Diesel;200;47.9;3.0;E
 A6;2019;Semi-Auto;5397;Diesel;145;50.4;2.0;E
 A5;2018;Semi-Auto;7479;Petrol;145;36.7;3.0;E
 A5;2018;Semi-Auto;34150;Petrol;145;36.7;3.0;E
 A5;2019;Automatic;5000;Diesel;145;50.4;2.0;E
 A3;2020;Semi-Auto;6000;Petrol;145;41.5;1.5;E
 Q3;2019;Manual;6000;Diesel;145;40.9;2.0;E
 Q3;2019;Manual;6000;Diesel;145;40.9;2.0;E
 Q3;2019;Manual;6000;Petrol;145;40.9;1.5;E
 Q3;2019;Automatic;15484;Petrol;145;31.7;2.0;E
 A3;2018;Semi-Auto;21500;Petrol;145;43.5;2.0;E
 A3;2018;Semi-Auto;16100;Petrol;145;43.5;2.0;E
 A5;2017;Automatic;22640;Petrol;145;37.7;3.0;E
 Q5;2017;Semi-Auto;13890;Petrol;145;40.4;2.0;E
 Q3;2019;Automatic;2473;Petrol;145;31.7;2.0;E
 Q2;2019;Automatic;5113;Petrol;145;33.2;2.0;E
 Q7;2016;Semi-Auto;57000;Diesel;200;47.9;3.0;E
 Q3;2020;Manual;5000;Diesel;145;40.9;2.0;E
 Q5;2019;Automatic;11844;Diesel;145;39.2;2.0;E
 Q3;2019;Semi-Auto;7805;Petrol;145;31.7;2.0;E
 A3;2020;Semi-Auto;8215;Petrol;145;34.5;2.0;E
 A5;2019;Automatic;10000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;3918;Diesel;145;47.9;2.0;E
 A4;2020;Semi-Auto;500;Petrol;145;40.9;2.0;E
 Q2;2019;Semi-Auto;8400;Petrol;145;33.2;2.0;E
 A5;2019;Semi-Auto;11000;Diesel;145;48.7;2.0;E
 A4;2019;Automatic;6000;Diesel;145;49.6;2.0;E
 A4;2019;Semi-Auto;9000;Diesel;150;44.1;2.0;E
 Q3;2019;Semi-Auto;10400;Petrol;145;31.7;2.0;E
 Q3;2019;Semi-Auto;9500;Petrol;145;32.1;2.0;E
 Q3;2020;Automatic;1500;Diesel;145;47.1;0.0;E
 A5;2019;Automatic;6000;Diesel;145;45.6;2.0;E
 A5;2019;Automatic;2000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;7000;Diesel;150;47.9;2.0;E
 Q3;2019;Automatic;8000;Diesel;145;47.1;2.0;E
 A4;2019;Automatic;3955;Diesel;145;51.4;2.0;E
 A5;2018;Automatic;9735;Diesel;145;58.9;3.0;E
 TT;2019;Manual;750;Petrol;145;39.8;2.0;E
 TT;2019;Automatic;3500;Petrol;145;38.7;2.0;E
 A6;2019;Automatic;1200;Diesel;145;50.4;2.0;E
 A5;2019;Automatic;10;Diesel;145;51.4;2.0;E
 Q3;2019;Manual;10;Diesel;145;42.8;2.0;E
 A5;2020;Automatic;10;Petrol;145;40.4;2.0;E
 Q3;2019;Manual;750;Diesel;145;42.8;2.0;E
 A6;2019;Automatic;5743;Diesel;145;47.9;2.0;E
 A4;2019;Automatic;2011;Diesel;145;45.6;2.0;E
 A5;2019;Automatic;86;Diesel;145;48.7;2.0;E
 Q3;2019;Automatic;4022;Diesel;145;47.1;2.0;E
 Q3;2019;Manual;1676;Petrol;150;40.9;1.5;E
 A6;2019;Automatic;1850;Diesel;145;47.9;2.0;E
 A4;2019;Automatic;2798;Diesel;145;44.8;2.0;E
 A5;2018;Automatic;12907;Petrol;145;45.6;2.0;E
 A3;2016;Semi-Auto;46324;Petrol;300;34.9;2.5;E
 A6;2019;Semi-Auto;8598;Diesel;145;47.9;2.0;E
 Q5;2018;Semi-Auto;14600;Diesel;145;55.4;2.0;E
 A4;2019;Automatic;13690;Diesel;145;47.9;2.0;E
 A4;2020;Semi-Auto;100;Petrol;150;39.2;2.0;E
 Q3;2019;Automatic;4384;Petrol;145;38.2;1.5;E
 A6;2019;Automatic;4985;Diesel;145;50.4;2.0;E
 A4;2020;Manual;4000;Petrol;145;38.2;2.0;E
 A6;2019;Semi-Auto;7500;Diesel;145;47.9;2.0;E
 Q2;2019;Automatic;6023;Petrol;145;39.8;1.5;E
 Q2;2019;Semi-Auto;4227;Petrol;145;39.8;1.5;E
 RS4;2015;Semi-Auto;35905;Petrol;565;26.4;4.2;E
 Q3;2019;Automatic;10501;Diesel;145;38.7;2.0;E
 Q3;2019;Manual;1832;Diesel;145;42.8;2.0;E
 Q3;2020;Manual;1014;Petrol;145;40.9;1.5;E
 Q3;2019;Manual;7687;Diesel;145;40.9;2.0;E
 A5;2019;Automatic;5200;Petrol;145;37.7;2.0;E
 Q2;2019;Semi-Auto;4000;Petrol;145;33.2;2.0;E
 Q5;2018;Automatic;14859;Petrol;145;40.9;2.0;E
 Q3;2019;Manual;10;Petrol;145;39.8;1.5;E
 Q3;2019;Manual;10;Petrol;145;39.8;1.5;E
 S4;2018;Automatic;29000;Petrol;150;35.8;3.0;E
 A4;2017;Automatic;11119;Petrol;145;37.7;3.0;E
 Q5;2019;Semi-Auto;3540;Diesel;145;39.2;2.0;E
 Q5;2016;Semi-Auto;38678;Diesel;235;42.2;3.0;E
 Q5;2016;Semi-Auto;42167;Diesel;235;42.2;3.0;E
 Q3;2019;Semi-Auto;8250;Petrol;145;38.2;1.5;E
 A5;2019;Automatic;2776;Diesel;145;45.6;2.0;E
 Q5;2016;Semi-Auto;49649;Diesel;235;42.2;3.0;E
 A3;2019;Semi-Auto;6750;Petrol;150;34.9;2.0;E
 A6;2019;Automatic;8000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;4500;Diesel;145;50.4;2.0;E
 Q2;2019;Semi-Auto;3059;Petrol;145;33.2;2.0;E
 A5;2019;Manual;4500;Petrol;145;37.2;2.0;E
 Q2;2020;Semi-Auto;4000;Petrol;145;42.2;1.5;E
 A6;2019;Automatic;4500;Diesel;145;47.9;2.0;E
 A6;2019;Automatic;7524;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;5000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;5000;Diesel;145;47.9;2.0;E
 A6;2019;Automatic;5999;Diesel;145;47.9;2.0;E
 Q2;2019;Semi-Auto;7000;Petrol;145;33.2;2.0;E
 TT;2019;Semi-Auto;375;Petrol;145;34.0;2.0;E
 TT;2019;Semi-Auto;4307;Petrol;145;34.9;2.0;E
 A6;2019;Automatic;6101;Diesel;145;47.9;2.0;E
 A5;2020;Semi-Auto;1000;Diesel;145;47.1;2.0;E
 A5;2020;Semi-Auto;1000;Diesel;145;50.4;2.0;E
 Q3;2020;Manual;1000;Petrol;145;40.9;1.5;E
 A5;2019;Automatic;1000;Diesel;145;47.1;2.0;E
 A7;2017;Semi-Auto;34128;Petrol;330;29.7;4.0;E
 A5;2019;Automatic;9333;Petrol;145;37.7;2.0;E
 A5;2019;Automatic;500;Petrol;145;37.7;2.0;E
 Q3;2019;Semi-Auto;4195;Diesel;145;38.7;2.0;E
 A5;2019;Automatic;4012;Petrol;145;40.4;2.0;E
 TT;2020;Automatic;1500;Petrol;145;40.9;2.0;E
 Q3;2020;Automatic;1500;Petrol;145;40.9;0.0;E
 TT;2020;Automatic;2500;Petrol;150;40.9;2.0;E
 Q5;2016;Automatic;43009;Diesel;235;42.2;3.0;E
 Q5;2019;Automatic;10021;Diesel;145;39.2;2.0;E
 Q3;2019;Automatic;5746;Petrol;150;31.7;2.0;E
 A3;2019;Automatic;289;Petrol;150;34.9;2.0;E
 Q7;2016;Automatic;50536;Diesel;205;47.9;3.0;E
 Q3;2019;Automatic;1365;Petrol;150;32.5;2.0;E
 A6;2020;Automatic;893;Diesel;145;47.9;2.0;E
 A4;2019;Automatic;3714;Diesel;145;45.6;2.0;E
 Q3;2019;Automatic;5689;Petrol;145;32.5;2.0;E
 Q3;2019;Automatic;3033;Petrol;150;38.2;1.5;E
 Q5;2016;Automatic;13000;Diesel;235;42.2;3.0;E
 A4;2019;Automatic;9900;Diesel;145;49.6;2.0;E
 Q2;2019;Semi-Auto;5105;Petrol;145;33.2;2.0;E
 A5;2019;Semi-Auto;5210;Petrol;145;39.8;2.0;E
 Q3;2020;Semi-Auto;1401;Diesel;145;48.7;2.0;E
 Q2;2019;Automatic;2150;Petrol;145;34.0;2.0;E
 A5;2020;Semi-Auto;1959;Diesel;145;51.4;2.0;E
 Q3;2019;Manual;3032;Diesel;145;40.9;2.0;E
 Q5;2019;Semi-Auto;4750;Diesel;145;39.2;2.0;E
 A5;2019;Automatic;9;Diesel;145;50.4;2.0;E
 Q5;2016;Semi-Auto;35622;Diesel;240;42.2;3.0;E
 A6;2019;Automatic;6498;Diesel;145;50.4;2.0;E
 A5;2020;Automatic;3000;Petrol;145;40.4;2.0;E
 A5;2019;Automatic;1500;Petrol;145;39.2;2.0;E
 A4;2020;Semi-Auto;4500;Petrol;145;38.2;2.0;E
 Q3;2020;Semi-Auto;4000;Diesel;145;47.1;2.0;E
 Q3;2019;Semi-Auto;12244;Petrol;145;31.7;2.0;E
 Q3;2019;Semi-Auto;8761;Petrol;145;31.7;2.0;E
 A4;2018;Automatic;11775;Petrol;145;37.7;3.0;E
 A3;2019;Semi-Auto;7987;Petrol;150;34.9;2.0;E
 A5;2019;Semi-Auto;701;Diesel;150;50.4;2.0;E
 A6;2019;Automatic;11922;Diesel;145;47.9;2.0;E
 Q5;2019;Semi-Auto;6500;Diesel;145;38.2;2.0;E
 Q7;2016;Semi-Auto;64460;Diesel;200;47.9;3.0;E
 Q3;2019;Automatic;14060;Petrol;145;32.1;2.0;E
 Q3;2019;Manual;4444;Petrol;145;40.9;1.5;E
 A3;2019;Semi-Auto;5910;Petrol;145;34.9;2.0;E
 A5;2017;Semi-Auto;19527;Petrol;150;37.7;3.0;E
 Q7;2016;Semi-Auto;22639;Diesel;165;48.7;3.0;E
 Q2;2019;Semi-Auto;3350;Petrol;145;33.2;2.0;E
 A6;2019;Automatic;6500;Diesel;145;47.9;2.0;E
 Q5;2019;Semi-Auto;6514;Diesel;150;38.2;2.0;E
 A4;2019;Automatic;4250;Diesel;145;44.8;2.0;E
 A6;2019;Automatic;7000;Diesel;145;50.4;2.0;E
 A6;2019;Automatic;100;Diesel;145;50.4;2.0;E
 Q3;2019;Automatic;5007;Diesel;145;48.7;2.0;E
 A5;2019;Semi-Auto;100;Diesel;145;49.6;2.0;E
 A6;2019;Automatic;9000;Diesel;145;47.9;2.0;E
 A6;2019;Automatic;7200;Diesel;145;47.9;2.0;E
 A3;2019;Semi-Auto;4723;Petrol;145;34.9;2.0;E
 A3;2019;Semi-Auto;7157;Petrol;145;34.9;2.0;E
 A3;2019;Semi-Auto;266;Petrol;150;34.9;2.0;E
 Q2;2019;Automatic;1000;Petrol;145;33.2;2.0;E
 Q2;2019;Automatic;9161;Petrol;145;33.2;2.0;E
 A4;2019;Automatic;6000;Petrol;145;40.9;2.0;E
 Q7;2016;Automatic;41348;Diesel;205;47.9;3.0;E
 Q3;2019;Semi-Auto;13433;Petrol;145;31.7;2.0;E
 A5;2019;Manual;2364;Petrol;145;37.2;2.0;E
 A6;2019;Semi-Auto;9485;Diesel;150;47.9;2.0;E
 A6;2018;Automatic;1000;Diesel;145;50.4;2.0;E
 A5;2019;Automatic;250;Petrol;145;40.4;2.0;E
 A4;2018;Semi-Auto;31850;Petrol;145;36.7;3.0;E
 A5;2019;Semi-Auto;4327;Petrol;145;39.8;2.0;E
